"VariableName","MSE"
"separable_Vgm",24.1616397518236
"prodSumModel_Vgm",9.65146687291017
"metric_Vgm",5.12627096494589
"sumMetric_Vgm",9.6512743014688
"SimplesumMetric_Vgm",9.6512743014688
